,0,1,2,3,4,5
0,,22.973207250697495,31.690814900081648,43.16992000989988,50.28844538304873,330.12155191251156
1,220.22107478003696,22.311437397407396,33.589464818690445,44.119956534062126,56.35189166444195,220.22107478003696
2,,24.493825715937756,38.486741546012034,51.86947881567126,63.86374985608702,286.30724916403335
3,,25.547601657654674,40.870616052548755,53.79188874724177,66.9268410214829,310.3875794224941
4,,28.1168261585438,42.60383860356889,59.187658117184654,74.31897601342538,364.7102256573794
5,,27.47132635298161,44.79933077578801,61.827979022307794,80.98809185617228,298.4124805546997
6,,30.55926873215556,48.61074323786622,66.71625735749312,88.14078625203807,287.3279183897475
7,312.4217967854625,30.795565401018642,52.026174219606034,73.12488540998496,95.11634348977684,312.4217967854625
8,,32.623040385252814,55.76309774355805,77.78789073675952,98.29296532511998,340.7007645167062
9,,34.76052569771365,57.69745226771637,84.11776103182532,104.78168142684999,378.82898263389336
10,,35.179446720723135,58.05290866782521,85.73365205601732,111.65479107200316,428.1219090437341
11,345.8967770905123,38.397049219815116,66.71092605690545,90.383001260258,117.43701603788335,345.8967770905123
12,,38.05246235982331,71.87845043498734,95.81874923356129,124.02531596457138,408.0807296005716
13,410.80405536883603,40.44343053094502,68.77825686357576,99.52706797154829,130.38641687079178,410.80405536883603
14,,42.10280251715396,70.95798312017024,103.33538110823326,135.3245171116621,505.291207129509
15,,43.70698322063433,76.19107624227487,109.0382044254342,139.33072505227784,498.2458868946167
16,,45.90709109521603,76.4601573765437,112.22440787514638,145.16225231340533,453.81242932931247
17,497.11269063359066,45.48999483463416,79.97780801814667,116.89718254846109,151.8132502535685,497.11269063359066
18,,46.89432129907628,84.00990351565686,121.90608156125457,157.51959731984954,494.0041065895314
19,508.1033797768366,47.791533500603336,83.71252075569214,123.34552609798001,165.02317812952538,508.1033797768366
20,,50.444725398954205,88.49766048119703,129.22331567179168,165.8765767763207,500.2891905802875
21,,50.19383925466777,94.00622808086133,132.59741279675194,172.30962326825448,496.4137170965817
22,,51.463401358776316,94.04754364410446,135.38452168647973,177.58820233361342,627.6566027455835
23,606.779064900668,55.028184316908614,93.23035360390715,140.51171726213,181.55809051401786,606.779064900668
24,,54.32518506957404,98.10786930298801,143.82297402403526,189.15384527357563,474.5092689806371
25,,56.15486668898549,100.36396641623448,146.43195809690792,187.69520928417134,559.9646269969205
26,,59.729703048174,102.52071327246476,149.71411311682152,194.74650993950758,560.560182559289
27,,56.34697239594098,102.80457291914276,154.25520495518555,200.14225362447397,652.4949991055938
28,,57.782765259786,110.50387076618259,155.4045096716181,199.46385580448566,651.309583258863
29,734.1487449807062,60.0002648419332,110.25064919518559,160.4666966552554,207.52036991643303,734.1487449807062
30,,60.306305905327726,110.5933130724274,160.27668376249542,211.93473674989914,585.231200910231
31,633.784012333921,63.723044063337426,114.33911062904639,164.24068154479187,214.5251071763426,633.784012333921
32,,62.701912875871926,114.94529521971234,169.1704895313702,217.67570836231957,634.3032794128999
33,,64.27930869009195,116.0448848760939,169.48929460660383,222.40665845323818,602.6364375909133
34,,67.49350710344501,116.69434315468649,172.21395177324234,225.36687847053142,739.1289655754406
35,,64.02214747801425,119.09484218462659,174.51006719233786,229.53196966659118,804.7280964304352
36,,66.82245694770263,120.7509792291334,178.119147632611,231.85098941054508,654.6286560021473
37,622.5574358034767,64.71935043602707,122.42343191228906,180.3921855124478,235.51816738589625,622.5574358034767
38,,66.51466440943571,122.93622899968541,180.28889404022885,242.23844731748468,617.49459535583
39,,66.81217226247534,125.8142341562579,180.1338829849797,237.69431187801547,717.3364620487263
40,,67.51682305384864,125.07863401606181,184.58393957390115,241.6407859557073,657.0414727370454
41,737.7238050986537,68.00733680731398,125.79574440589063,183.91167277937473,242.04565683807255,737.7238050986537
42,,71.26521434090003,126.13800008917727,186.1165436981758,243.7234001184297,793.8339817141142
43,644.8022872853027,69.84490709114584,127.74601346660184,186.8145307806505,242.92592695113257,644.8022872853027
44,,67.9895259201107,124.95149966077531,186.75771226068673,247.96647433034798,588.739114965777
45,,70.01633393335115,127.79872623210663,187.85383074963335,249.34056187011169,734.0067403124276
46,,70.39079086862472,129.71037399361467,190.49676865986726,248.49897487382086,623.9737146452322
47,700.6385923133075,69.10843565361586,129.02782969030503,190.94702103218702,249.70534073397076,700.6385923133075
48,,70.37704351907071,130.0882554592794,191.40925189703472,247.4232653249348,655.3046509152193
49,622.4866493239094,70.18176992568797,131.33104135643472,189.86290139492058,248.29551355873346,622.4866493239094
50,,70.05256084237529,129.51110243362112,192.31732043658067,249.60264195677075,844.0212531046801
51,,70.96036265233253,131.23003964739414,189.9624986455016,251.85869842888746,682.2274738683114
52,,72.63799270993545,128.2445040077718,190.0826192497255,249.34437482110252,738.6108731673456
53,769.2704423065213,69.37872825445636,129.28372465212558,189.59609528572673,247.19102929517896,769.2704423065213
54,,71.93895978465196,129.1403685672048,188.83922906426864,248.86911481623395,891.340411041649
55,,69.190581871618,128.22056681670364,187.778000422753,246.57162260356867,749.1897546984504
56,,69.9596810072901,127.82285379521076,188.37060488285744,246.20118962828502,1077.8815559500715
57,,70.01698846551999,127.76090274536627,186.59551669652186,243.96479700208732,725.3297921909297
58,,70.12570310678147,126.8008541157005,185.29461784026307,244.31345300312913,779.7221298627655
59,729.1210056758841,68.34804588384989,125.7771418016033,183.2191645579968,241.5619887824642,729.1210056758841
60,,67.64988220829149,124.07233675296479,180.7953077432408,241.45806957331172,770.6552930116692
61,756.9244841696275,66.08277273372791,122.97403089441914,181.5377522605899,237.4997912543419,756.9244841696275
62,,67.24337926696413,123.59777837427225,180.88191879780715,235.38614343458613,809.2156709258111
63,,70.33199630974318,121.45914418635915,181.3303253804448,231.36776254117143,929.4734074807164
64,,64.44452174497555,121.46670924865606,179.42694351113488,231.54826665609903,717.2683356457508
65,,64.05069352782084,123.55066254271307,173.06026690976165,231.08981429065543,643.2644758908771
66,,68.14051652698336,117.46112924786677,170.25956462398506,224.3284461945897,957.2343654796779
67,796.4163655219686,62.77941795275787,116.15935310833824,170.73400850676092,223.38576807613254,796.4163655219686
68,,62.71967474428924,112.68716009978257,166.37092315964546,216.6235300246029,644.1692656148044
69,,62.38555955288352,112.18884304493464,164.97875639621765,216.429918452447,588.6955908196114
70,,59.936833509907004,110.95029238166481,161.46573533023297,211.34629659200255,561.5343606154382
71,622.9364086921664,64.00922364250665,107.74070984724659,159.9828939125883,205.81443017651304,622.9364086921664
72,,57.4292262615031,108.16344987102555,154.80556126992502,204.27976202909508,522.5011832112324
73,554.6766335169473,62.54643082021621,104.62288254789561,156.1408281505521,201.54783055760555,554.6766335169473
74,,57.839017862414366,102.44720596452211,150.7923456388956,195.21445516536863,614.1200413123328
75,,57.05418634550803,101.65032842803035,144.93554437537304,191.0525150978806,618.9505684747311
76,,54.883276283522974,98.61381156760177,141.99163384591046,183.56455070527107,442.611845002669
77,593.427970013794,53.728596590554766,96.23691980987446,139.34737318676605,180.85285977827044,593.427970013794
78,,52.964243523522626,91.94777873527585,136.87549085690313,175.06830247339315,438.2677658983026
79,566.8520687741736,50.21026639592469,91.99247371561128,134.30798974910098,172.13221249761108,566.8520687741736
80,,50.92996531398793,88.02529074715278,127.75214107444503,167.02871688340895,576.9028317427758
