1,2,3,4
22.428049011107518,33.341566879966045,46.14003729311076,56.030623731582445
24.814195937436295,39.76323555793705,56.788387948797805,74.08357991185142
30.534008723951445,52.0434728218799,75.37445698188247,93.94998410190263
34.33714864962859,58.510371638531595,81.85457743224966,105.7867583894392
38.59793742674949,63.90709761589145,90.42001355437318,118.74273605891294
41.17977606337648,70.1974899674135,99.2484996457421,130.55248791896116
45.45490243931849,79.33098778570918,117.62369401836834,150.90620214686442
47.900238678454315,86.40500313205285,125.64868676809573,164.67547172508566
50.93460923034892,90.65815324987082,131.78606766670194,175.13615081596035
54.19588381379093,95.18828774544569,138.97887911931113,182.3932569543625
58.87875680075807,103.82593779001235,155.66432474506712,200.36988935134622
60.39914021420935,109.04991404874053,160.540634455413,203.62985618316645
62.169013302405574,112.50215503109713,165.9838184218931,216.99704435623596
67.35440835106633,116.80042326768755,168.7414528969211,221.68984414095374
65.81876663229117,122.73877848898405,179.33742235679034,236.4502431853392
67.51674969725717,123.96192493645833,180.57614714061503,238.10434280385965
68.44755990666752,124.37903924565498,185.7512329860516,241.51351876504071
70.35748070906806,131.13826288949653,187.18300355957786,245.0081403043735
70.95110605944484,129.1161949158146,190.60167655738078,249.24464946505933
69.61222322356346,132.53133976792893,190.79878827478382,247.4996993274333
69.66984980424593,130.70625527833147,188.73514346022466,250.1384169324658
70.95977247889377,131.4694362012328,189.4162152247345,248.46711655477844
68.32618059440216,127.76082512277455,185.81510721174453,245.68063348091349
68.40471002999521,125.93985084509757,184.36827424623445,241.39204158632197
65.57992164824981,132.57567338608695,183.88055267683112,238.38189559167282
66.06262693562573,121.57206299169891,175.97494352837188,235.14397325639248
63.372133384640065,115.5196702226133,169.67859058851346,222.50377679159214
60.44417621620582,112.49119605786302,163.86014463574622,214.772935716019
61.49284387193556,106.9996684642611,159.91178486310932,209.42149761967767
57.15239959943814,103.99820235455294,154.45150720879832,198.7153839244695
51.81176160986153,96.18296601484035,138.87611522291112,181.42758248465725
49.72762801882335,92.80887380037177,131.17568660286534,169.48600139580927
49.90259626911304,86.46364462471986,127.21532607139505,163.99793874244946
45.70997469931258,80.65809476968802,118.03074529875293,150.4547047672737
40.17810939304239,72.4072593303012,100.79879559254462,130.51438027996772
37.88100373626729,62.97568002388057,91.71807348259358,117.59722694035962
33.68251192573521,57.46849906940328,82.09953223210613,105.104810234581
30.787689529763917,51.51875819618621,73.2020508633974,91.66717791462175
30.058094770397656,38.303690621232604,56.55225028647533,68.95972767738489
21.107502719428936,32.79600212646817,42.592393561537364,57.356258033632145
18.32409990975543,26.303653971504293,35.177239938937426,39.70342447257103
19.77257712637271,18.100510312299086,26.749901585260105,28.255378935741316
9.051879813576067,6.354799884843096,5.394136672973907,3.9127334039116306
7.648836181568171,2.3595180421617776,-2.8555990593444562,-7.504360780363925
3.805239765392127,-3.1042240131814474,-10.80558515358517,-17.096633485495182
2.0110681259778644,-10.417980171344073,-17.616700127097808,-30.158831704447188
-5.572240431126044,-20.874345885296318,-31.002169018070248,-52.39390833269639
-8.07299789307773,-27.421192478326432,-40.413182363116334,-62.89385679666385
-10.362174450408922,-32.75848500329101,-50.92812571834072,-73.25287764837375
-12.211190785451734,-35.77201753871038,-58.93291170976165,-82.49176658630375
-16.869252173317886,-42.96328704952084,-74.37790662637651,-102.26078186207303
-20.53955611997452,-48.266535759832735,-80.19627765143346,-109.58541449492958
-18.125954714207673,-54.607207520540854,-84.53291910977333,-115.67245558479468
-23.398468644422913,-56.285822795694656,-88.78703302949998,-122.85049889775841
-24.924595428782986,-62.60560788222243,-97.80097568147636,-133.08335468855108
-25.619552258622303,-63.61400223349355,-101.50193768907965,-135.85787411844439
-27.961741603071616,-67.1569883969658,-103.57389399010259,-142.22121920467958
-29.365001166444006,-67.30152435920954,-106.72590064083712,-145.53210458221412
-28.863264518977928,-71.16127497060765,-106.5399076090503,-152.67798543823324
-29.349189752898567,-71.1187123349615,-109.73993692299797,-149.3909704157174
-28.97383095844867,-71.95435070467013,-110.95722620284653,-148.95012670325096
-27.688006035007568,-69.66872059080228,-109.23125399503323,-150.36575737957628
