,0,1,2,3,4,5
0,,22.188470233825516,28.92216443057934,40.42640469167029,51.14588128249961,129.51553761270557
1,91.15344376215401,20.761764006136694,32.86914322880899,44.84703824709142,52.08172560865443,91.15344376215401
2,,25.40199984356712,36.162380163034456,49.45990127013222,61.67084730879848,102.52401736469888
3,187.38740896158225,26.33523731170464,38.19281645423696,55.54779464582796,69.6203706543676,187.38740896158225
4,,26.348506414810593,44.41857123988554,59.71021497523977,73.70555186812325,176.58626525165457
5,,27.692029017070215,45.32379475247011,62.7749074497668,79.86009189805094,115.23624020992028
6,,29.22554669368774,47.967499870487956,70.69810373633335,85.96818552534947,92.27309022490954
7,94.92248142060375,30.207437998420694,52.51011632386374,73.2027222912296,92.54291829072677,94.92248142060375
8,,32.725872439744435,53.364344655871854,75.91081316074724,100.70173597781704,114.75379379333535
9,106.32579452350446,33.350209633785596,58.82610589260747,81.58584559335978,106.02098298715228,106.32579452350446
10,,36.80741882980942,63.416688809032685,87.78855230902113,113.2676453515149,104.2410770194513
11,116.49388696664344,36.999735622835516,63.39370256516945,90.11116710774598,116.93256734479351,116.49388696664344
12,,38.61635675152516,69.66404189488416,94.97101282571911,123.3084212682456,91.27191964849762
13,143.11534912467937,38.34506135886055,70.27127390014942,100.94332736693491,130.3426215862896,143.11534912467937
14,,41.27786109146031,72.70473320934893,103.82711913919852,134.81040893427425,89.34451716425652
15,,42.33897431066444,75.96827906507319,107.51317076997276,140.97467041649688,80.53333008573718
16,,44.01019204063752,77.601523202857,112.90512315222311,147.41362785182753,79.17279118550879
17,104.84725766256263,44.72448242301846,81.09996833589015,117.19527216390944,151.60670313620213,104.84725766256263
18,,47.04219599094361,82.03707115069543,119.30828420158102,157.57529895615846,119.07615565140873
19,143.48136787838772,47.85786284839312,86.07723737080178,125.2560682596235,161.81301448131947,143.48136787838772
20,,49.166650010244865,88.3048438881678,127.3521904623837,168.61768247203582,105.00933311872474
21,133.7978063620334,50.404349894832066,88.49891314840711,134.03519071018684,175.0663659151343,133.7978063620334
22,,53.49669097838087,92.03331097734953,135.85064424060386,177.4918327222167,93.72253645422192
23,114.01823536401126,53.65137455551132,97.16122353303109,138.57382705552033,181.57775621837504,114.01823536401126
24,,55.449688599099495,96.64086196861537,142.92968297553477,185.06345785553285,97.18434163107993
25,,56.992773616084705,103.5223147770574,146.89628356754164,189.3477468654067,145.31008754348773
26,,59.35614987626298,102.54303418524745,149.26623623694695,196.5772004780237,83.12691067990262
27,143.52234719384634,57.46805674085233,103.69791423576554,154.52096776614502,199.52018874367982,143.52234719384634
28,,59.09517478544174,107.51554524029166,154.63276117409052,204.38949920334375,90.10034488962204
29,111.03100841483432,60.896245575254426,109.14222889398361,158.2808353035825,207.09040223998736,111.03100841483432
30,,64.1944629876075,110.60405967840752,163.3768864374491,209.7486635396771,166.0912259898143
31,111.76425564920956,62.508698759699776,112.72090073631679,164.29845499993948,213.56824460070598,111.76425564920956
32,,63.26296867872731,111.08133093358246,166.04544489510963,220.7582280355648,130.86294623406928
33,81.05176653839051,63.90650180102045,117.19271417237806,168.22087845889723,224.31275632686064,81.05176653839051
34,,65.0486057227282,117.74490388019952,170.39200714812046,221.97971447023494,134.476105080509
35,,65.49986867049218,119.33318424023216,174.40710936110474,228.42419351215224,73.7601871678388
36,,65.29163420526339,121.55020808233157,177.47649463160283,231.1037505791083,96.86839659839357
37,124.3692076291388,69.02427862464413,121.50957135382485,176.88372667924307,234.1062398095484,124.3692076291388
38,,65.8247266106155,121.27574833366532,182.5537749125272,236.7514676283185,83.97223062841155
39,338.0064459851336,66.2139067326671,122.6603602261076,181.047459661369,237.36347372730455,338.0064459851336
40,,68.14991517639706,127.57053829114328,181.41463803546316,241.05917807714616,107.01636717849232
41,86.03505651438476,70.16820460516875,126.57930227033256,187.3462329267053,240.8759244532077,86.03505651438476
42,,67.66890391384517,126.62844979397165,187.52290691871013,241.52224781494579,105.2148669320185
43,67.26692198673067,69.89991815347983,128.4205084926898,185.44192457103657,245.69241757350147,67.26692198673067
44,,71.67114148464299,127.48828900192673,187.34419646484793,246.15335460934742,107.51496169875827
45,,69.37159541124774,129.67296612699917,190.31358865284835,247.6214236381548,83.75877911652805
46,,70.3212468038601,129.8889600026673,190.18524116169698,244.15301983243194,73.78069287795941
47,135.0877423132756,70.75585662123112,128.73593636649173,191.10844790112876,249.1156064620585,135.0877423132756
48,,71.3696902116788,130.09936696150518,189.70890611002096,250.7466989300708,119.1477829572186
49,65.26950135540967,69.59119724900683,129.33536196757242,189.97178231003835,250.45235232471316,65.26950135540967
50,,71.42383131098842,128.4909571212466,189.6786881594032,250.44366799521293,87.33818453284056
51,253.62194405455836,70.28470162337908,131.786492323831,191.08191962536003,250.20607167146434,253.62194405455836
52,,68.26878043432542,128.7260472283486,188.48007107413258,250.13393258752546,139.62198518540464
53,99.45526620544965,72.28553117200951,128.79455122576428,188.7890272821792,247.77761788429976,99.45526620544965
54,,68.75509275829631,127.99760956502908,187.93681139400704,248.60933892988862,74.53954853842416
55,,70.41242484117831,129.23225938227702,189.09536997062094,249.00556457193693,101.75740801978725
56,,72.97910763713706,127.92391622320245,187.56411791638502,247.26308555379768,101.74467972478737
57,99.49407488689629,68.56286813219552,127.03775147588553,185.52389650183932,247.51234192525544,99.49407488689629
58,,68.88893346737282,128.96600863621143,185.29134755207198,242.19875241377852,108.37322126264911
59,82.28039368187308,67.95908382027537,126.0270958390139,185.14755158486201,242.3549857445958,82.28039368187308
60,,68.1885215184406,125.09362302336099,182.87440775304464,240.62593103236236,117.53393455631672
61,91.09364655666127,66.71124639436435,123.68183615969983,180.01143462545767,237.5874690291772,91.09364655666127
62,,66.29511714051242,123.25396966273792,178.04703030754757,235.23915507341366,97.34232694797007
63,90.43884185979972,67.81682164869699,121.44681175236143,176.52573534256686,235.50245235390645,90.43884185979972
64,,68.0845614500915,119.00375784787693,176.89877846107024,230.80531181434372,72.9116671038669
65,,66.50270779599049,117.24853202540774,174.0909522901121,227.59055476085413,89.04926174802138
66,,63.75075290678929,117.1219163794495,170.52968989191046,225.24068363124445,96.15136849369317
67,72.23191033372864,61.81096455383209,114.89611562315552,168.32498410061925,224.21139098815678,72.23191033372864
68,,65.51574269280869,113.14759684590086,166.70806157608288,219.36812293002887,76.76745905823651
69,117.07099917170247,61.213279973785845,110.08447619497011,164.53409033656555,216.4360755871822,117.07099917170247
70,,59.59338250466236,109.61299782928663,160.6417159195849,211.07233416635785,139.66597651362076
71,81.34294076895029,61.25671412556845,107.4940539379175,160.05203136793887,207.73143416035856,81.34294076895029
72,,57.3030166897437,107.42365287683486,156.1573502656084,205.2137684400193,103.17525122822035
73,94.80547033500484,57.033402794937196,104.31443235372637,153.74795694730534,199.3177493028594,94.80547033500484
74,,56.29957500393206,102.8358429301384,148.63179497467937,194.24164249238618,85.33231155403305
75,,55.844617558276724,101.8625502463352,145.87389677620342,189.49208924603982,93.25330932037073
76,,55.13410391394086,98.2944719567975,142.96938758394654,185.88157329457795,76.7562759624582
77,76.66700128032844,57.37119574937311,95.11881834960995,139.5098481221239,181.74002125294675,76.66700128032844
