1,2,3,4
21.211913753157308,34.71126850969626,44.97963805817472,56.448084637068575
29.36847809933557,50.09986661698133,72.2001987128238,93.33280344355731
36.23520003131985,63.035100669884486,91.10140371878222,113.69134979754489
38.78980350921416,68.0947250472152,99.15942883296817,127.916347939183
45.696227180000704,80.541597455336,115.66276883902074,149.42203528375617
48.27908216266958,87.3499347261621,124.62280933067974,163.06181351009008
54.550248712104704,98.1599109781665,140.86115644524756,180.25343114313665
60.094495649473245,112.39387736394983,158.74517670198983,210.84624516981498
61.82683093949845,112.28407950861501,166.00341972479276,216.0213340954631
74.6554451231858,121.00833410719127,177.2793470530077,236.52424854867917
70.35670517285709,127.08662821379087,185.10327360198175,243.21890426862902
67.42501440967197,123.62538396022322,186.85963444705448,245.19976278699306
71.06460937608506,129.40426795314175,189.3277450787682,248.91515578287283
69.30435099451137,130.3040557142928,190.36107714847512,247.55671158145213
69.53097201821019,129.58236774426246,189.09280799593367,248.8776325030335
67.74014276550237,127.68666255126972,184.08264485954717,243.0220118120492
66.59685067419949,123.15457176180878,184.2042498515474,238.58353601279026
63.08243735607333,114.75383414880503,169.78201952721318,222.4878301385138
57.799326211556775,108.08050848687566,157.15768862983907,206.73461458530855
58.80866912672267,105.09067874563748,154.0867793793758,198.6679710469618
52.23671227807096,95.87625781771376,138.4691679408032,181.78190540635882
49.484228654020754,89.66649511590244,132.18869403723713,170.7849855543
44.84856913662247,81.34208110687175,114.9013606525359,150.8225464344386
42.077786725556,64.90856373518653,91.02146864284218,117.68360068667229
33.62248468073801,55.53426784699123,82.02552129693143,104.78588850581949
25.479322549752943,38.35526996455207,53.525633922162726,67.44286836416616
18.148217915007738,26.187038816837262,34.710116007976865,41.89032048608259
15.362144754710044,21.777054429502208,27.69733240539982,31.61161219624459
8.962451039904346,7.62789146089499,7.238027529852623,4.015049476670022
6.819594827891187,4.568697462676134,-1.153432557270186,-4.240096229724436
-0.8346960463757824,-11.177970457821012,-19.46979983971862,-29.79922172161958
-7.697723935862335,-28.46285945804329,-44.705865596921555,-64.35889102808807
-10.268015637180842,-28.740131890526463,-52.12752979070602,-73.90320238981542
-18.28652779272497,-45.36837447568705,-72.8109241506022,-101.711734797764
-19.828007986201435,-53.11304246322158,-83.56439574420016,-115.10760999307226
-23.85572636113026,-57.38174364188632,-90.00411511556476,-123.95255320266973
-26.574440678276133,-65.75967207401726,-98.47121508723058,-133.7798830563201
-26.73870371569209,-64.57720703401772,-101.49144228083998,-140.87789855061487
-26.131131222588074,-65.45621984733937,-103.60998342255363,-144.30462260827449
-27.08172755279237,-67.3799192137461,-108.56869751461318,-148.57153088079139
-25.90470210273104,-70.44735038063013,-111.80792932317311,-150.16038949717756
-28.068745919163504,-65.78525893240024,-106.16912259608904,-143.76149647213185
-26.650795666422948,-64.30650005245403,-101.78355648116492,-137.85899181588246
-24.560787681361646,-63.594114286104684,-97.19817359424754,-131.69981659466373
-22.074637276049188,-55.00962331773117,-88.30008070298824,-122.44366123051435
-19.63914843835697,-53.56052421114404,-82.84454555666682,-112.70411041389269
-16.78706801838845,-45.618336579173786,-72.031958209037,-99.41114791508443
-10.865745455936128,-33.62780748952186,-50.66142487510941,-72.49985689547273
-4.4841256326421615,-23.64926739770074,-42.92729792308446,-61.37520374251819
-0.13944983367213126,-9.049291174932279,-19.654617617275292,-28.636712801569388
4.359391980450557,2.771896196057366,-0.22219060360433218,-4.080518555966556
12.77009607588375,8.12713773644035,8.417386924081491,5.725512718369224
14.57581816136269,18.813316572626945,27.721094330338396,29.90577053418024
20.378856391138427,26.94267512518044,36.84833282411375,45.8600880530092
25.31719598984767,39.94491658969513,54.69553016692534,70.74032826907495
37.85865682647693,58.29165652168932,83.64914372977415,105.77950430378861
38.48442958540282,66.1026392859355,90.34667529343807,120.05809458838525
45.603684212508036,79.76070007693845,116.93898423425834,152.7855205725084
51.645360571471784,90.49020538493872,134.26247527215253,174.00937808247917
52.91404295103505,99.71660380270671,139.04021612956,183.77372289970162
57.45808473263551,105.8050446555062,153.2592226608384,202.21076173340077
60.17098288037173,109.63031649825312,160.19321051497178,209.71029784108268
66.49112010197503,117.13700717363209,169.2051919999633,223.7945648832877
68.2012139294695,123.64256031143782,181.86799403452434,239.11198364740844
67.1746238963017,124.64361344963744,183.99155692465507,239.30281460457323
69.36736290288479,127.14880912500524,189.2959049637525,249.5914894707074
71.23819141879744,129.61960792145044,191.071635715708,248.79584220670017
68.3698681837631,128.50389519433463,190.53082386396235,249.14841151197754
68.2077974440619,126.76827190328152,185.41332970315105,244.30775841498814
68.89755410909825,126.84651504830052,183.84482702008123,240.3608700163935
64.672588744167,121.5705463638483,175.64877798310923,232.91762618226144
60.91432727014252,111.50746740419915,162.82902742975574,215.05639985378122
60.21716078683097,108.48992158392046,159.08556989436968,206.86526851972388
52.42449176457326,95.44837545763792,137.61825552816526,180.35655522290978
49.05625907445402,84.9399588701658,121.54097884850897,160.53397656265457
44.29856659978722,80.18424800941057,115.19742113057148,150.7562775977769
40.028095767331536,68.51032527142036,97.98138309443452,127.59842401530275
35.24934203460374,64.2308869272343,90.94006302043678,117.63632314424481
31.321964855809394,50.98117247731563,73.2861765234773,90.87728540485699
23.15252713514438,31.835041776828206,42.4016595096397,53.83803088292517
19.846444427122268,25.403580735349713,32.97112086082712,41.31334727647684
10.139744266716175,5.705022508009666,6.277280994739407,5.601572370071672
3.7324936283101877,-3.9002418829093735,-10.342655809374868,-19.064338437161283
-0.5048660563233227,-7.540111153113244,-20.55150921429042,-28.78714078314207
